question,reasoning,doc_id
What game follows a boy named Sora searching for his missing friends across different worlds to fight darkness?,Focuses on the protagonist's name (Sora) and the core plot of traveling through multiple worlds to fight darkness.,1219
Which PlayStation 2 title directed by Tetsuya Nomura features an experience-based progression system with predetermined ability unlocks every four levels?,"Identifies the game through the director's name, the platform (PS2), and the specific mechanical detail regarding ability unlocks.",1219
What retro game involves hunting Dracula in a 12-story apartment complex within an eight-minute time limit?,Focuses on the unique premise of a 12-story apartment building and the strict 8-minute time limit to identify the game.,1115
Which side-view flick-screen game has elevators that move randomly and a shock meter that determines game over?,"Highlights the specific combination of flick-screen movement, erratic elevators, and the 'shock meter' mechanic as distinguishing hooks.",1115
How do you find garlic and stakes to fight a vampire in the game Vampire Killer?,Directly asks about the necessary equipment items and the game title to provide a variety of query types.,1115
What co-op action game requires two warriors to uncover the secrets of the Demon's Forge?,Mentions the game's title hook 'Demon's Forge' to identify the title directly,505
Which title involves exploring overgrown ruins and menacing dungeons as a duo of fighters?,Focuses on the duo warrior mechanic and the specific environments mentioned in the summary,505
Which game features a setting where players must venture through downtrodden towns and ruins to stop a demonic forge?,Uses the specific setting characteristics like 'downtrodden towns' and 'ruins' combined with the 'demonic forge' plot point,505
Who is the PI in the futuristic San Francisco setting where you investigate a professor's death?,"Uses the 'PI', 'futuristic San Francisco', and 'professor's death' hooks to target the specific narrative setup.",1290
Which neo-noir game involves a tracking down a Detroit hitman and spying on a surveillance company president?,Focuses on specific characters like the 'Detroit hitman' and 'surveillance company president' to create a specialist's query.,1290
What is the plot of Tex Murphy: Mean Streets?,Directly references the title to provide a variety of search intents.,1290
Which puzzle adventure involves rescuing Catherine from Gehn in the collapsing Age of Riven?,"Uses specific character names (Catherine, Gehn) and the 'Age of Riven' setting to identify the game without using the title.",238
What 1997 graphic adventure features pre-rendered environments and the use of linking books to travel between worlds?,"Combines the release year, the specific 'linking books' mechanic, and the visual style to create a unique hook for a specialist.",238
"In Riven: The Sequel to Myst, what is the primary goal of the Stranger's mission?","A direct question about the plot objective, utilizing the game's title for variety as per the guidelines.",238
What 90s FPS introduces a first-person view to its series after previous side-scrolling platformers?,Uses the transition from side-scrolling to first-person as a specific hook for the series history,342
Which shooter features a futuristic Los Angeles setting where you can kick enemies and interact with pool tables or arcade machines?,Includes unique environmental interactions like pool tables and arcade machines and the specific setting of futuristic LA,342
What is Duke Nukem 3D's gameplay style and setting?,Provides a direct question about the game's title and general overview,342
"Which RPG features a world called Althea consisting of three islands: Arakas, Raven's Dust, and Stoneheim?",Uses the specific names of the world and its three islands as unique hooks to identify the game,1986
What game allows players to choose between a good or evil alignment while fighting a corrupt elven king lich named Makrsh P'Tangh?,Targets the unique villain name (Makrsh P'Tangh) and the specific lich/corrupt elven king plot point,1986
"In The 4th Coming, how does the character creation and alignment system impact the gameplay experience?",Directly references the game title to explore the mechanics of alignment and character customization,1986
Which space sim lets you start with a rusted scout ship in the Gemini Sector of the Troy System?,Uses specific location hooks like 'Gemini Sector' and 'Troy System' to identify the game,794
"In what Wing Commander spin-off can you act as a smuggler, pirate, or mercenary in the frontier regions?",Directly references the Wing Commander series and the player's roles as a smuggler or mercenary,794
What open-ended space game takes place in 2669 and features a mix of Kilrathi and human mercenaries on the fringe?,Combines the specific date '2669' and the presence of the Kilrathi on the space frontier to create a specialist's query,794
